Link,Title,Company,Location,Date,Salary,Rating,Description
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7NNDpbpBwguK6bPusTqHjmz8du3fC2hrTpyEmfIDUnxwJSSpC_y9lAJaW3KInQPFSZZPYd8ouUKm5ZsfpCgLuViRd2r-BOYNNl7aDbpxgppD6hBub-BqXbzyJxdDJN58DFZGDNQUmHwDatYSoNY8dEJWIaqrz9juBo-tCcRwgvG9LnemuEKA2NZbCP_jejI31zh5I0xY8GpQrQD8IFBIFizg2t-GKIfpZBvOKOX79ZgZxLjUPC8Ica91th6jedXUR7bBI4aGxTM8JP9OzbAc1dyoxBUYMikKPjBZAdDiwKHusBF6Rd5uz1C_tn70vcYX9-hVuErtnuXogIq_lch-vYCb7TrpDioQJeThX6raX80PagNwrYb-wfFWab_v6fNYBV7n-cnBX5u7p3tYQKvcNGagXld3ThcVZFQdfETJKArjFCeyKPmEw9ViW_3iGT-uTm_BtpvRVG-gnFv83O2qRXLGoD5Klddtgj1JjQGAEDKJU8PGRMoo0LxsnyxsZ4Fo=&p=0&fvj=1&vjs=3,Senior Software Engineer,Futurex,"San Antonio, TX",Active 2 days ago,,3.7,"The role involves working in small agile project-based teams to extend and enhance features of the Futurex 'Hardened Enterprise Security Platform'.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5IFpFTMe3xZFB7z7QyUTTjcWBsDy1F4hi9_NTiHdha_FSWEHLwo9UOq3d-LmjvcTwba2Z_-MHtCKHAL6IDinSrFU2Gad9P5sKhmhEvF1uLmn3jZlmWD1W_aHRZgTb6-B06L3Cvs0lUqkm1-e8LpTJVhoKGyNLYk-C-bQJWqefkWwMSvFjzK2_B1uMycdfBjTsXZ0fD0ozshnHVW-Dn1K7-JnYPqZJ2TFmgDXUMyJwFF0GpCHEvhFH2SjmWa_D-kr1r2QPu9ICYnQhrKUt9jo3OVYUi7QpqAu491nVjHnsfdXepigUvoOrHFZE6XMxAsOOqkKZMgZWgsR3uU6CesMW4gF7PXwCJtw9o_GqdbxgQiEn7-sa_OKETio_hKgkCk4Ty-yIa1_AjipoJ0-y9hb4i_ZFuHXmjYDXeZ-xkMRRV_VkF-A7e3irdD3F2a-XSFhbiRVIuacP2OAEO5pWv6HkeDH3R-Qkfe2DPFO3BNkmhmSM0Wox0k_p&p=1&fvj=1&vjs=3,"Entry Level Python, AWS Engineer (Freshers)",TEKbasic Technologies,United States•Temporarily Remote,1 day ago,"$50,000 - $55,000 a year",,"Entry-level UI developer / Python Developer / Junior Python Developer / Entry level Web UI Developer / Junior Front End Developer / Junior Web UI Developer /…
		"
https://www.indeed.com/company/IOMAXIS/jobs/Software-Engineer-13ca214c374f35a3?fccid=bd916138c6247c6b&vjs=3,Software Engineer,IOMAXIS,"San Antonio, TX+1 location",Active 2 days ago,,3.6,"We are seeking a mid-level *Software Engineer* who thrives in a challenging environment supporting a broad and dynamic client base.
		"
https://www.indeed.com/rc/clk?jk=e203c817489bf922&fccid=42eae79ec6442dc1&vjs=3,Interactive On-Net Operator,"Global InfoTek, Inc.","San Antonio, TX",19 days ago,,,"Education Level: Bachelor of Science Degree.
		Position Description: Global InfoTek Inc. is looking for an experienced Interactive On-net Operator capable of…
		"
https://www.indeed.com/rc/clk?jk=deba5e64bb9218b0&fccid=c629e32155ebd42c&vjs=3,Sr Software Engineer - Salesforce - Austin,HEB,"San Antonio, TX 78204 (King William area)+3 locations",30+ days ago,,4.3,"HEAD FOR BUSINESS… you consistently demonstrate and uphold the standards of coding, infrastructure, and process.
		Provide end to end support to applications.
		"
https://www.indeed.com/rc/clk?jk=c96df9c94b828a45&fccid=1d69e9a5b2cfbeca&vjs=3,DevOps Engineer,Novetta,"San Antonio, TX",30+ days ago,,3.6,"Novetta is seeking a DevOps engineer to support our USAF customer in San Antonio, TX.
		The ideal candidate will have an in-depth knowledge of how the Government…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BH1qder4dIVBxRvRi6eMxZanAuHRf51dn9ep7wXrT9FrIMNIlJs1mSJe-KKBlLQpXQd8skdSIQmvTK7mBSY0aBodNXhBT48r1JlrLVQWddpextP2WdRtbAtHTNAV_zyTd8NApeCprXQI7YuybEuWnA7bWLaalRhHbrRWOe0zah_D_6Z65vFzwIqDYDeHt2A32CxbjZruhdzsBwqWgkuYMExI5yceOgvieURFHLQAvJCO0xGm-HYUZZFC6Qkytm_p7DhYXGL5W4_XUoOWDO258YIT4EDem8wbBqbQc3yEyoEgAFiYjMzhiHCgyMAQGa9Hm56eXFosNLhmLws6QR64YaRg53CdpHQ-rxKrxfiVA7qLh4mSCzqQOM96TCXjHnsPDMLCXk8AXoAWfk5IfKBaWF7VYdDo2j9_jnFBRSA1tyYIxmQXSpHNAwip0mvZ2h7DJveetaT6NhlZNLfaBQqB1FIaIY8MbRugXClV3J5E_lqBA5nIPYRWP-WTTRcvBH81sUyV7Uy5yc4g==&p=11&fvj=1&vjs=3,Lead Backend Python Engineer,Checkmate Partners,Texas•Remote,20 days ago,"$140,000 - $225,000 a year",,"You will work closely with the technical co-founder and our customers to lead API architecture and development.*.
		Database Architecture: 1 year (Preferred).
		"
https://www.indeed.com/rc/clk?jk=d91f989ea27ba245&fccid=0af0a78b2d1694be&vjs=3,React RedUX developer,Convene Technologies,"San Antonio, TX•Remote",30+ days ago,,,"Only React, RedUX, Javascript is a must for the role and any experience in Python is a plus.
		4+ years of practical engineering experience in building and…
		"
https://www.indeed.com/rc/clk?jk=a833f6c3f6f7bc4e&fccid=c8b6d4e0c1929028&vjs=3,DevOps Engineer,"Mission Solutions Group, Inc.","San Antonio, TX",30+ days ago,,5.0,"The ideal candidate will have an in-depth knowledge of how the Government uses DevOps and Continuous Improvement/Continuous Deliver (CI/CD) to deliver code.
		"
https://www.indeed.com/rc/clk?jk=fb7f3da438d6c031&fccid=348512f0068ca107&vjs=3,Senior Full-stack Software Developer,Cliently,"San Antonio, TX",30+ days ago,,,"Experience with building Restful APIs with python.
		Further develop the Cliently API backend (currently a python Flask project).
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiRNM7CVr8YueLFKlzwbFWI0o7IjV438l4sVrvKZ0flkywQJjHRBle1nJQGsulJR74_ckTa4wtiWCfEt88MWjiT8VFStWTBbiV4GZdFCMrbM1JkhCmI2OgddOxfi-QBzEXqzuOsNLeAAGhTNfVVKVrRCU9tC2IywfOsPGJzTWWStE-WaIjWKQp0cz8KZCVT1dGTV3bAIwCgoGI24AWGG4v-pP8MBEmkgeUV0C4Cb2tusWOphBSFa2SGQmmv4Ea7rayxr3az87dZFx7jOe3WbLEg0q4RxqyRufR-aHGuqzFr7opLaSrp7QZnboLWL0TcMI-0reNJzYBCRx2eyoDWOc-VQfmU2O6V0VejYtNn31SelwD688bQDvxkRUqUsIvN51_Z0_hGMp_2mKtbLQ8fylMPbNx9NQ5KD2bnXb59gwUZva5ijfKPw2rcWj8b3NltVb-yxJlhOH-IqDuCs3ttL5h-sTtxTjVsOdlLGKtTha47WOadhoIbS6jBSzyNwA9caLtX4xwK-iMOwXWIug64Gsv85aI3CHlk2CHaGqRbMzNIg==&p=0&fvj=0&vjs=3,Security Software Engineer,Indeed,Texas•Remote,30+ days ago,"$129,000 - $161,000 a year",4.3,"As a Security Engineer you’ll design, build, and improve systems which keep Indeed secure.
		With your team you’ll define robust ways to build, operate, and scale…
		"
https://www.indeed.com/rc/clk?jk=9bcfbbf9f6608738&fccid=b4a3de12452bd83d&vjs=3,ET-3 Software Developer,Oasis Systems LLC,"San Antonio, TX",4 days ago,,4.1,"REQUIRED QUALIFICATIONS A Bachelor’s or Master’s degree and 3-10 years of experience or equivalent work experience.
		EDUCATION: Bachelor’s or Master’s degree.
		"
https://www.indeed.com/rc/clk?jk=3910c20e5c5c27ec&fccid=a4e4e2eaf26690c9&vjs=3,Federal - DevOps Associate Manager,Accenture,"San Antonio, TX",10 days ago,,4.0,"We’ll give you numerous opportunities from informal training sessions to courses and certifications to keep your tech smarts sharp.
		"
https://www.indeed.com/rc/clk?jk=41d3146063ff8290&fccid=7a8c46021124f795&vjs=3,DevOps Engineer/Cloud Engineer,JTEC Consulting,"San Antonio, TX 78201 (Jefferson-Monticello Park area)+1 location•Remote",30+ days ago,,5.0,"JTEC Consulting is seeking a DevOps Engineer to support an Enterprise Resource Planning Common Services (ERP-CS) environment for a DISA program.
		"
https://www.indeed.com/rc/clk?jk=5eb207eec04a12d8&fccid=2ca9a62d115afb28&vjs=3,Software Developer (Mid Level),INSUVI,"San Antonio, TX 78202 (Dignowity Hill area)",30+ days ago,,4.7,"Long and Short-Term Disability.
		Clearance: An Active Secret clearance is required and must be able to obtain DoD Top Secret/SCI.
		Must be a US Citizen.
		"
https://www.indeed.com/rc/clk?jk=d3dac7bbd2dbf502&fccid=d4523cf5aad321fc&vjs=3,Cyber System Application Developer - Signature Writing,"Credence Management Solutions, LLC","San Antonio, TX+1 location",30+ days ago,,4.1,"This contract provides support 24 hours a day/seven days a week/365 days a year spanning cyber defense, network operations and information protection.
		"
https://www.indeed.com/rc/clk?jk=37d7ab646b191667&fccid=d3f58f73a85d23ba&vjs=3,Full Stack Software Engineer,AMS Technologies,"San Antonio, TX",30+ days ago,,4.5,"Collaborates with system operators, system maintainers, engineers, application programmers, Product Owners, and other stakeholders to mature requirements.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BH1qder4dIVBxRvRi6eMxZanAuHRf51dn9ep7wXrT9FrIMNIlJs1mSJe-KKBlLQpXQd8skdSIQmvTK7mBSY0aBodNXhBT48r1JlrLVQWddpextP2WdRtbAtHTNAV_zyTd8NApeCprXQI7YuybEuWnA7bWLaalRhHbrRWOe0zah_D_6Z65vFzwIVNzD4IJuWLSQg4SCAZ3rA-SNPrvMVsfVJBKIV-b2tfFCCtoXR3R7X50M7F3JVW-LMqKOi9NYTUPOv0UNNUgtL8eNVIk9-FmG3-pAUvHkhidrygNjYEjP4LTldYm7nlxjJzAp5SJ22xk4aPFrrlVASuNYU8mbAzuUVaRKGsXsAX7rIgpBTbiowVr5MrLNCuqspwT7vNAvPEiX9oRNhU4gEIu_XbzlJONg_KxbIQVJiEg0YKN2ag9zE_R7l2LFGjJqOKzywJJeT0n2jZzHHF-wvboLzUPKlxRHTcFW1FmGuP3MFCGJ5k9CqVQi6Xk2z_XJpZC2W7ZOkQJnTD8mzdEojA==&p=7&fvj=1&vjs=3,Lead Backend Python Engineer,Checkmate Partners,Texas•Remote,20 days ago,"$140,000 - $225,000 a year",,"You will work closely with the technical co-founder and our customers to lead API architecture and development.*.
		Database Architecture: 1 year (Preferred).
		"
https://www.indeed.com/rc/clk?jk=291197c1d69499f7&fccid=c629e32155ebd42c&vjs=3,Principal Software Engineer - Core Networking Edge(MWT/Corpo...,HEB,"San Antonio, TX 78204 (King William area)",11 days ago,,4.3,"HEAD FOR BUSINESS... you have an ownership mentality and a consistent track record of timely delivery of high-quality software.
		"
https://www.indeed.com/rc/clk?jk=3c2c07571d436ea9&fccid=78bbcd26e39621f5&vjs=3,Cyber Security Sr Software Engineer,Wells Fargo,"San Antonio, TX",11 days ago,,3.7,"The ideal candidate will need to be experienced with big data environments (Multi-Petabyte), polyglot programmer, and have the ability to turn business…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0N5g2K2dRftRPqV48598gS6B3iXjGj1oTMqkDgl8VxnB9OiMKYgZGGIW-RDnwDxqfkWT0ZLyvBuZKH0tGNfer1Bzbi8yQk1Tmkc22mX-7ZF3nxXDfa3cnHtKZF6EtpXJnb7X-PLzDQbQGkwJrHQzTA_hWtmmUvp2KOePKkx4D2tkuvNxA1GJiMpuUhGIz4SJRtl8CMDdbNeZdXKijdIU27TToDOcMgL0eOzrXs2YH0xHMtAYZpfWFgdrkwOVy1Z8fEAB4dwo8U78O11Y5w1t7pSGmpwimRu9l6bsr00AxiqOEH1A0CSgq39Yd7KERk_jdRdXLkqESgp3phd9dNL-Q1gzOxQrGohiSEfB6876x_PC8HO_hyrL0dM-9nELrD_UG7nkESetkNYZ1j94EVifFpEbnJFj2BoFLFXeJkYgrMMDvdL4wYM-cap4ObYAbFYOlrOjhj7p4zz_V0kMYCgqorD2C3JuD64wGmeA1ip4Xye4YfNSkRH5w5tfy-IQCjem6GCjjf6JiWg==&p=10&fvj=0&vjs=3,Software Engineer,Indeed,Texas•Remote,15 days ago,"$132,000 - $192,000 a year",4.3,"As an engineer for Payments Platform, you will be responsible for creating a scalable, flexible, and reliable platform to support the Payments Roadmap.
		"
https://www.indeed.com/rc/clk?jk=7c959a0d632bb8de&fccid=915b1c0ee87e5e8a&vjs=3,Principal Network and Cloud Engineer,Pearson,"San Antonio, TX",30+ days ago,,3.7,"Requires some proficiency in python and power shell scripting.
		Experience of software development processes, familiarity with git repositories and code…
		"
https://www.indeed.com/rc/clk?jk=c94751f331472913&fccid=869496434c35dd34&vjs=3,Front-end Engineer,Earth Class Mail,"San Antonio, TX",30 days ago,,4.0,"You will be using React and TypeScript to create delightful user experiences for our customers at a global scale.
		Medical, dental, and vision insurance plans.
		"
https://www.indeed.com/rc/clk?jk=90e0aca48155b8f9&fccid=4e041af1d0af1bc8&vjs=3,"Full-Stack Developer, Senior",Booz Allen Hamilton,"San Antonio, TX",16 days ago,,3.9,"We are looking for a developer with skills needed build a cloud-scale, cross domain security platform that provides essential security inspections and data…
		"
https://www.indeed.com/rc/clk?jk=e2d2b5e8f942381e&fccid=3a1edc2d763c4288&vjs=3,Rally Administrator Senior (Software Engineer),USAA,"San Antonio, TX 78288 (Downtown area)•Remote",30+ days ago,,3.9,"The candidate selected for this position is going to get to work with the Rally Administration Team in USAA's CIO Shared Services Department.
		"
https://www.indeed.com/rc/clk?jk=3c2c07571d436ea9&fccid=78bbcd26e39621f5&vjs=3,Cyber Security Sr Software Engineer,Wells Fargo,"San Antonio, TX",11 days ago,,3.7,"The ideal candidate will need to be experienced with big data environments (Multi-Petabyte), polyglot programmer, and have the ability to turn business…
		"
https://www.indeed.com/rc/clk?jk=d3dac7bbd2dbf502&fccid=d4523cf5aad321fc&vjs=3,Cyber System Application Developer - Signature Writing,"Credence Management Solutions, LLC","San Antonio, TX",30+ days ago,,4.1,"This contract provides support 24 hours a day/seven days a week/365 days a year spanning cyber defense, network operations and information protection.
		"
https://www.indeed.com/rc/clk?jk=7c959a0d632bb8de&fccid=915b1c0ee87e5e8a&vjs=3,Principal Network and Cloud Engineer,Pearson,"San Antonio, TX",30+ days ago,,3.7,"Requires some proficiency in python and power shell scripting.
		Experience of software development processes, familiarity with git repositories and code…
		"
https://www.indeed.com/rc/clk?jk=c94751f331472913&fccid=869496434c35dd34&vjs=3,Front-end Engineer,Earth Class Mail,"San Antonio, TX",30 days ago,,4.0,"You will be using React and TypeScript to create delightful user experiences for our customers at a global scale.
		Medical, dental, and vision insurance plans.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiRNM7CVr8YueLFKlzwbFWI0o7IjV438l4sVrvKZ0flkywQJjHRBle1nJQGsulJR74_ckTa4wtiWCfEt88MWjiT8VFStWTBbiV4GZdFCMrbM1JkhCmI2OgddOxfi-QBzEXqzuOsNLeAAGhTNfVVKVrRCU9tC2IywfOsPGJzTWWSiCB6Jv2C39lueHM01SK3K2Y9AtJeKWjZcG8uOulAXnYTcjm8gSxT_-Ugr7-NIi_gJv-g3OJj8k40ycHvP7aHQatIqAa_xZdYFU6xZi-qdXnMBKJj_cMpp4jEKjBOtfw8_JRL2lW2BxqMnmL6Kmfuj1TKmQe1qzD0-3pVT1wFXkWdyp30D77-dg4qj80j06XeEWhgkAd4tb-YvNT-_jnP8FmpiH0lzJqJcd3a9hhDylPY1tSlS8Hu3iQvRvgrxRhcfxgXZTwlE07lVpxBIkQ9Ku5cm0s0WWKR6cgT_DUadcQ-vXxQgdg78Jz0BWGJDjyVZR_yFPklFeorQrwp5wfiMYwhtuLrQ2ghwrhHpqqdLp3st1Nozrrmq6Zi1C1Sor8cw==&p=4&fvj=0&vjs=3,Security Software Engineer,Indeed,Texas•Remote,30+ days ago,"$129,000 - $161,000 a year",4.3,"As a Security Engineer you’ll design, build, and improve systems which keep Indeed secure.
		With your team you’ll define robust ways to build, operate, and scale…
		"
https://www.indeed.com/rc/clk?jk=43fcc44120f40800&fccid=8e22eb3e08e1d6e8&vjs=3,9085 - Software Engineer II,"IndraSoft, Inc.","San Antonio, TX",30+ days ago,,3.9,"Confers with systems analysts, engineers, programmers, and others to design system and to obtain information on project limitations and capabilities,…
		"
https://www.indeed.com/rc/clk?jk=e2ba1577a01056f8&fccid=1d69e9a5b2cfbeca&vjs=3,CNO Developer,Novetta,"San Antonio, TX",30+ days ago,,3.6,"The selected candidates will develop innovative software code in teams with other developers in areas related to computer security, vulnerability research,…
		"
https://www.indeed.com/rc/clk?jk=1e8a58c6100df8e2&fccid=caccb60a6fc95dec&vjs=3,Junior Software Engineer,PJR Corp,"San Antonio, TX",22 days ago,"$75,000 - $105,000 a year",,"PJR Software Engineers are involved in the entire development life cycle, and are responsible for planning, conducting, and coordinating software development…
		"
https://www.indeed.com/rc/clk?jk=deba5e64bb9218b0&fccid=c629e32155ebd42c&vjs=3,Sr Software Engineer - Salesforce - Austin,HEB,"San Antonio, TX 78204 (King William area)",30+ days ago,,4.3,"HEAD FOR BUSINESS… you consistently demonstrate and uphold the standards of coding, infrastructure, and process.
		Provide end to end support to applications.
		"
https://www.indeed.com/rc/clk?jk=83c4aff045669357&fccid=a4e4e2eaf26690c9&vjs=3,Federal - Entry Level Java Developer Associate,Accenture,"San Antonio, TX",30+ days ago,,4.0,"Act as a detective, looking closely at software to make sure everything’s working to specification.
		Apply application design and development across multiple…
		"
https://www.indeed.com/rc/clk?jk=8b959a315f86ea2b&fccid=578fa8376f4eec04&vjs=3,Microservice Application Developer,ManTech International Corporation,"San Antonio, TX",10 days ago,,3.9,"Advance our Nation’s Cyber objectives aligned to the Joint Cyber Warfighting Architecture (JCWA) through the creation of Offensive, Defensive, and Shared…
		"
https://www.indeed.com/rc/clk?jk=c2146d42f93b1f04&fccid=2dd390c3a48a7ed0&vjs=3,"Manager, Software Engineer",KPMG,"San Antonio, TX 78257 (Downtown area)",30+ days ago,,4.0,"Provide support, design, construct and implement software that meets business requirement.
		Collaborate and provide technical direction for onsite and offshore…
		"
https://www.indeed.com/rc/clk?jk=ddfa0e1297c26323&fccid=8e22eb3e08e1d6e8&vjs=3,Software Engineer II,Indrasoft,"San Antonio, TX",30+ days ago,,3.9,"Confers with systems analysts, engineers, programmers, and others to design system and to obtain information on project limitations and capabilities,…
		"
https://www.indeed.com/rc/clk?jk=291197c1d69499f7&fccid=c629e32155ebd42c&vjs=3,Principal Software Engineer - Core Networking Edge(MWT/Corpo...,HEB,"San Antonio, TX 78204 (King William area)",11 days ago,,4.3,"HEAD FOR BUSINESS... you have an ownership mentality and a consistent track record of timely delivery of high-quality software.
		"
https://www.indeed.com/company/Technica-Corporation/jobs/Senior-Devsecop-Software-Engineer-b0314240f9915e0b?fccid=2c1a2db4e678196f&vjs=3,Senior DevSecOps Software Engineer,Technica Corporation,"San Antonio, TX 78226 (Thompson Community area)",Active 11 days ago,,3.5,"From our locations across the DC Metro area, we provide technological subject matter expertise, program management and business process knowledge as a trusted…
		"
https://www.indeed.com/rc/clk?jk=0cd50204be0e0777&fccid=da378ad9203cbe84&vjs=3,Software Developer in Test (SDET) (Senior/Expert level),"Syms Strategic Group, LLC (SSG)","San Antonio, TX 78201 (Jefferson-Monticello Park area)",9 days ago,,,"Security Clearance Level: Public Trust (MBI).
		Electing or identifying areas/test cases for Automation.
		Designing & Implementing Test Automation Strategy.
		"
https://www.indeed.com/rc/clk?jk=57e0df6ee011ad5d&fccid=7a8c46021124f795&vjs=3,DevOps Administrator,JTEC Consulting,"San Antonio, TX 78201 (Jefferson-Monticello Park area)•Temporarily Remote",30+ days ago,,5.0,"JTEC Consulting is seeking a DevOps Administrator to support Service Management/Operations Management for an Enterprise Resource Planning Common Services (ERP…
		"
https://www.indeed.com/rc/clk?jk=c96df9c94b828a45&fccid=1d69e9a5b2cfbeca&vjs=3,DevOps Engineer,Novetta,"San Antonio, TX",30+ days ago,,3.6,"Novetta is seeking a DevOps engineer to support our USAF customer in San Antonio, TX.
		The ideal candidate will have an in-depth knowledge of how the Government…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiRNM7CVr8YueLFKlzwbFWI0o7IjV438l4sVrvKZ0flkywQJjHRBle1nJQGsulJR74_ckTa4wtiWCfEt88MWjiT8VFStWTBbiV4GZdFCMrbM1JkhCmI2OgddOxfi-QBzEXqzuOsNLeAAGhTNfVVKVrRCU9tC2IywfOsPGJzTWWSpIgtI1FMfLF-Kwh1Jg4b7oa77SEKiUuK8RB0QnkeJ3ojEA6_vLo1XTlQWOlDRuneQTPEverNNMCC_5IvjdC5KGw5puqzn5sfYAm6up1O1VesYps3paLM1mXvFvslwzwX_R8a8tiaHd_kmKmb5KdKBSyklpam2YwuWFWSbmmLlajiTd2uzZqqjDfVFaLs3-2R7yxHpSxaeFFY0juRkhiWtkjpGKAW8hPCCSTvI9-CPdZLq7G4gR9yNRKt_qNL8DM8o1YI2LtySsfMfAA7LeTGYVfT2RFO9yFbHtTLsKQcRHkjj_AHsqGy7ZlES_cmTvVdmFUBCHseApMIoGSpPzEo9V0y64sXHtU4-GzwBW-9ExVdVtZEPUtgyqcO2_868nYbw==&p=3&fvj=0&vjs=3,Security Software Engineer,Indeed,Texas•Remote,30+ days ago,"$129,000 - $161,000 a year",4.3,"As a Security Engineer you’ll design, build, and improve systems which keep Indeed secure.
		With your team you’ll define robust ways to build, operate, and scale…
		"
https://www.indeed.com/rc/clk?jk=6d270a7cd4886f75&fccid=c629e32155ebd42c&vjs=3,Software Engineer II - Scala - Austin or San Antonio,HEB,"San Antonio, TX 78204 (King William area)",30+ days ago,,4.3,"Operate independently with assistance from more experienced developers as needed.
		Participate in the full SDLC; including development, estimation, planning, and…
		"
https://www.indeed.com/rc/clk?jk=1cdcbba633450a29&fccid=d4523cf5aad321fc&vjs=3,Cyber System Application Developer - Content Development,"Credence Management Solutions, LLC","San Antonio, TX",30+ days ago,,4.1,"This contract provides support 24 hours a day/seven days a week/365 days a year spanning cyber defense, network operations and information protection.
		"
https://www.indeed.com/rc/clk?jk=a88bfe3940348a39&fccid=57e0453a62572968&vjs=3,CNO DevOps Engineer II (C & Python),Ring0 Technologies,"San Antonio, TX",30+ days ago,,,"Ring0 Technologies (“Ring Zero”) is hiring an advanced CNO Analyst/Programmer who is passionate about cyber security.
		Writing unit and system tests.
		"
https://www.indeed.com/rc/clk?jk=7d54a95af810ab6d&fccid=dd09fe3b43125016&vjs=3,Senior DevOps engineer,Dell Technologies,"San Antonio, TX 78213 (Dellview Area area)•Remote",30+ days ago,,4.0,"Responsible for designing and developing CI/ CD blueprints in Gitlab for cloud-native applications deployable to Pivotal cloud foundry, Pivotal container…
		"
https://www.indeed.com/rc/clk?jk=d71d9b1623dd9261&fccid=578fa8376f4eec04&vjs=3,Microservices Software Engineer,ManTech International Corporation,"San Antonio, TX",30+ days ago,,3.9,"This rewarding and challenging position supports the Department of Defense (DoD) to produce microservice-based software to improve cyberspace operations and…
		"
https://www.indeed.com/rc/clk?jk=9bcfbbf9f6608738&fccid=b4a3de12452bd83d&vjs=3,ET-3 Software Developer,Oasis Systems LLC,"San Antonio, TX",4 days ago,,4.1,"REQUIRED QUALIFICATIONS A Bachelor’s or Master’s degree and 3-10 years of experience or equivalent work experience.
		EDUCATION: Bachelor’s or Master’s degree.
		"
https://www.indeed.com/rc/clk?jk=199011c0e8040597&fccid=915b1c0ee87e5e8a&vjs=3,Site Reliability Engineer,Pearson,"San Antonio, TX•Remote",9 days ago,,3.7,"SRE’s play an integral role ensuring that our customers have a highly available and reliable platform.
		The role supports the deployment and customization of our…
		"
https://www.indeed.com/rc/clk?jk=07b123b463cec08b&fccid=915b1c0ee87e5e8a&vjs=3,Principal Site Reliability Engineer,Pearson,"San Antonio, TX",30+ days ago,,3.7,"Operational excellence including participating and driving retrospectives and postmortems.
		Focus on service improvement ensuring an unparalleled user experience…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dghj5z1L9zryqi6V-NO156Xa3x3UqYEK34b4tdfJ6K_0TlOGTom6ISiZiP_x_vTPuI0CybzH6wXBtGDLkNr2EGM_ipdKRwS3JnpoS7aNT9OdtHrsXdWdnjtPRGP_pNYSxWewsLavWXHvPlCveOlnX_kOjtIzZbiORHZkmNtzLz1Exn2-_uzjfqSXKsLcG8pgiOZBwSIPxtJL7PiNEXZ2nTWi1Nh8i78lQX2UYxS7m-rtwPhMmcrYr3pnpfcx3C8qEY2aBd7RnpqfGMQFnP6PH5YdLFVQ6mbTOiLXYPMISHM4f51mRqb5pqesFsHC6g0mjIjD2tpkTCYj6cRFK70bJ-fEiH6dm_gVa1kfsgBbXnhpw4VqLBq0FpuhcKMhnWBGhxoc7SKQxgxv0AbvjesUmsz4gTcV3xYJZm_Mm4puy_fen-3NyG00SZM_KBPkAQEiG_-5gFK5DdYg5ZcRGehAkjDTSDSodNVU3Ps6ZmMM3zG4KrQT7yOhdIJIp6hII2sROetRbcsHKrISPQLl44O_3mVJzG3-wmgEhcR7S9jsDcJQ==&p=12&fvj=1&vjs=3,"[REMOTE in TX] Full-Stack Developer - Python, Docker, Node.j...",Technology Navigators,Texas•Remote,Active 3 days ago,From $55 an hour,3.3,"Further your hands-on knowledge of industry-leading tools and technologies.
		Collaborate with experienced teams of high performing software engineers, product…
		"
https://www.indeed.com/rc/clk?jk=da12e78335430dc0&fccid=578fa8376f4eec04&vjs=3,CNO Developer III,ManTech International Corporation,"San Antonio, TX",30+ days ago,,3.9,"Design and develop new hardware or software based CNO capabilities.
		Manage the designing, developing, documenting, testing and debugging of applications…
		"
https://www.indeed.com/rc/clk?jk=b39a53d4c2065e72&fccid=fe2d21eef233e94a&vjs=3,Senior DevOps Architect,"Amazon Web Services, Inc.","San Antonio, TX",30+ days ago,,3.5,"Bachelor Degree or 10+ years of professional or military experience.
		8+ years of experience as a technical specialist.
		"
https://www.indeed.com/rc/clk?jk=3182cfef23fd7aa8&fccid=c629e32155ebd42c&vjs=3,Sr. Software Engineer - Backend - Pricing Tools,HEB,"San Antonio, TX 78204 (King William area)",24 days ago,,4.3,"Coach and mentor junior engineers in engineering techniques, processes, and new technologies; enable others to succeed.
		"
https://www.indeed.com/rc/clk?jk=e2ba1577a01056f8&fccid=1d69e9a5b2cfbeca&vjs=3,CNO Developer,Novetta,"San Antonio, TX",30+ days ago,,3.6,"The selected candidates will develop innovative software code in teams with other developers in areas related to computer security, vulnerability research,…
